Species_1,Species_2,Species_3,Species_4,Species_5,Species_6,Species_7,Species_8,Species_9,Species_10,Altitude,Soil_pH,Moisture,Unnamed: 13,Unnamed: 14,Unnamed: 15
1.9459101490553132,1.0986122886681096,1.6094379124341003,1.6094379124341003,1.6094379124341003,2.1972245773362196,2.0794415416798357,2.4849066497880004,1.3862943611198906,1.6094379124341003,3504510.3978994857,0.1463089865476454,17.58824320241465,,,
0.6931471805599453,1.6094379124341003,1.791759469228055,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.791759469228055,1.791759469228055,1.791759469228055,2.0794415416798357,5234822.352007192,0.11234911740675829,124.23429005126485,,,
2.1972245773362196,1.6094379124341003,1.9459101490553132,1.6094379124341003,2.3978952727983707,1.3862943611198906,2.1972245773362196,1.791759469228055,2.0794415416798357,1.3862943611198906,4027681.487262147,0.11812424687228612,78.84862089330721,,,
2.1972245773362196,1.0986122886681096,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.9459101490553132,1.6094379124341003,2.5649493574615367,3467818.4769474296,0.15470880266277456,176.2985419837798,,,
0.6931471805599453,1.9459101490553132,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.6094379124341003,2.3978952727983707,2430908.1796153104,0.10539348865878174,33.07105262357159,,,
1.0986122886681096,1.6094379124341003,2.1972245773362196,1.791759469228055,1.3862943611198906,1.791759469228055,1.9459101490553132,1.6094379124341003,1.791759469228055,1.3862943611198906,4472105.31716509,0.1010520613369599,534.3543085629691,,,
1.9459101490553132,1.791759469228055,1.6094379124341003,1.0986122886681096,1.0986122886681096,1.791759469228055,2.0794415416798357,2.302585092994046,1.791759469228055,1.3862943611198906,2540734.074785858,0.10894694575105256,6468.506028328675,,,
1.6094379124341003,2.1972245773362196,0.0,1.791759469228055,2.302585092994046,1.9459101490553132,1.6094379124341003,1.3862943611198906,1.9459101490553132,1.3862943611198906,7449801.7829739805,0.1278760087344864,7.828623557320463,,,
2.302585092994046,1.6094379124341003,1.791759469228055,1.0986122886681096,1.9459101490553132,1.9459101490553132,1.3862943611198906,2.302585092994046,1.791759469228055,2.0794415416798357,8463193.876105474,0.14431581748752562,286.12018916739765,,,
1.9459101490553132,2.0794415416798357,2.1972245773362196,2.1972245773362196,1.3862943611198906,1.6094379124341003,1.0986122886681096,1.791759469228055,2.302585092994046,1.3862943611198906,2127525.0368108153,0.11044291031180242,8.92282818109783,,,
1.6094379124341003,1.3862943611198906,1.3862943611198906,2.0794415416798357,1.6094379124341003,1.791759469228055,1.6094379124341003,2.0794415416798357,2.302585092994046,1.3862943611198906,6146990.944750389,0.13163397291471302,1722.853368955593,,,
1.6094379124341003,1.791759469228055,1.791759469228055,1.6094379124341003,1.0986122886681096,1.9459101490553132,2.0794415416798357,1.791759469228055,1.3862943611198906,1.3862943611198906,3320548.775259955,0.10843111478228983,96.01815856173423,,,
1.9459101490553132,1.791759469228055,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.6094379124341003,1.9459101490553132,2.0794415416798357,1.6094379124341003,3686827.7989123194,0.12182827727760805,440.8884108148249,,,
1.3862943611198906,2.0794415416798357,1.6094379124341003,1.6094379124341003,2.3978952727983707,0.6931471805599453,2.0794415416798357,1.6094379124341003,1.3862943611198906,1.0986122886681096,7918548.700848372,0.11140026862344635,14.147225483047801,,,
2.0794415416798357,1.791759469228055,1.0986122886681096,2.1972245773362196,1.9459101490553132,2.1972245773362196,1.791759469228055,2.302585092994046,1.6094379124341003,1.6094379124341003,459128.40527155227,0.11966923809589504,10.010452870284311,,,
2.1972245773362196,1.3862943611198906,1.0986122886681096,1.6094379124341003,1.6094379124341003,2.302585092994046,1.791759469228055,2.3978952727983707,2.3978952727983707,1.3862943611198906,515270.21716935746,0.11485575101503054,219.75351367133857,,,
1.0986122886681096,1.6094379124341003,1.9459101490553132,2.1972245773362196,1.0986122886681096,2.1972245773362196,1.791759469228055,2.1972245773362196,1.6094379124341003,2.0794415416798357,303100.89106990787,0.12483615222251304,66.72065939364958,,,
1.6094379124341003,1.9459101490553132,2.3978952727983707,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.9459101490553132,2.0794415416798357,1.3862943611198906,1.791759469228055,6664398.408871545,0.1021881498046343,12885.881160401746,,,
1.0986122886681096,1.3862943611198906,1.0986122886681096,2.0794415416798357,2.1972245773362196,1.6094379124341003,2.4849066497880004,2.302585092994046,1.3862943611198906,1.791759469228055,5979941.433929799,0.123047965642613,2664.9145818901416,,,
1.6094379124341003,2.302585092994046,1.3862943611198906,0.6931471805599453,1.9459101490553132,1.791759469228055,2.3978952727983707,2.0794415416798357,2.1972245773362196,1.6094379124341003,7155787.483723581,0.11901943179680645,2293.817131824243,,,
2.302585092994046,2.0794415416798357,1.3862943611198906,1.791759469228055,0.6931471805599453,1.3862943611198906,2.1972245773362196,1.791759469228055,1.791759469228055,2.0794415416798357,8682132.481510773,0.10118230821855777,9260.169740687219,,,
2.302585092994046,1.0986122886681096,2.4849066497880004,0.0,1.6094379124341003,2.1972245773362196,1.3862943611198906,1.9459101490553132,2.0794415416798357,1.791759469228055,6239486.4777976535,0.15032528274174906,5.759219251915948,,,
1.791759469228055,1.6094379124341003,1.791759469228055,1.6094379124341003,2.1972245773362196,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,1.6094379124341003,2734718.416790909,0.14859911892238614,391.4008510374772,,,
1.6094379124341003,1.791759469228055,2.0794415416798357,1.791759469228055,1.791759469228055,1.6094379124341003,2.302585092994046,1.3862943611198906,1.9459101490553132,1.791759469228055,6008984.159681219,0.11149021863315083,523.3678804007154,,,
2.0794415416798357,1.6094379124341003,1.0986122886681096,2.302585092994046,2.3978952727983707,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.3862943611198906,1.791759469228055,633116.3135577725,0.14647987056762113,15637.503944166332,,,
1.6094379124341003,2.1972245773362196,1.3862943611198906,1.6094379124341003,1.3862943611198906,2.0794415416798357,1.6094379124341003,2.3978952727983707,1.6094379124341003,1.6094379124341003,4409170.762924191,0.10056698473622541,37.687472356703594,,,
1.0986122886681096,1.9459101490553132,1.3862943611198906,1.0986122886681096,1.6094379124341003,1.3862943611198906,0.6931471805599453,2.302585092994046,1.6094379124341003,1.3862943611198906,736821.7498412452,0.13181515632603255,23.747066789157294,,,
1.791759469228055,0.0,1.6094379124341003,2.0794415416798357,1.6094379124341003,2.302585092994046,1.6094379124341003,1.6094379124341003,0.6931471805599453,1.791759469228055,8189168.312523878,0.13788262933921208,6.703605261395587,,,
1.791759469228055,1.791759469228055,2.1972245773362196,2.0794415416798357,1.791759469228055,1.6094379124341003,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.302585092994046,3256656.247583719,0.10077656377830263,3.151462611935864,,,
1.791759469228055,2.1972245773362196,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.791759469228055,1.791759469228055,1.6094379124341003,2.302585092994046,2361308.1279557124,0.10547950422518117,11681.525446256257,,,
0.6931471805599453,1.0986122886681096,1.9459101490553132,1.9459101490553132,1.0986122886681096,1.9459101490553132,1.791759469228055,2.3978952727983707,1.3862943611198906,2.1972245773362196,1348824.4796119037,0.10134218645702422,1129.1821846830935,,,
1.791759469228055,1.6094379124341003,1.6094379124341003,2.0794415416798357,1.3862943611198906,1.3862943611198906,2.302585092994046,2.0794415416798357,1.9459101490553132,1.791759469228055,5932070.510178786,0.11228329054815739,3185.5371636724144,,,
2.302585092994046,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.0794415416798357,1.791759469228055,2.0794415416798357,1.791759469228055,1.6094379124341003,1.9459101490553132,2690832.865424294,0.14008006919429597,34.314601105025446,,,
0.6931471805599453,1.3862943611198906,2.0794415416798357,1.791759469228055,1.3862943611198906,2.1972245773362196,1.3862943611198906,2.1972245773362196,1.6094379124341003,1.791759469228055,3690567.0860866536,0.10090751218409362,532.5578317969075,,,
1.3862943611198906,1.6094379124341003,1.0986122886681096,1.3862943611198906,1.791759469228055,0.6931471805599453,1.9459101490553132,1.6094379124341003,2.1972245773362196,2.0794415416798357,299181.1048436257,0.12933269994574903,4.833628341170339,,,
1.6094379124341003,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.0986122886681096,2.302585092994046,2.0794415416798357,1.9459101490553132,1.791759469228055,2.0794415416798357,4178298.787990729,0.11360465250103928,215.00222209753073,,,
1.9459101490553132,1.0986122886681096,2.302585092994046,2.0794415416798357,2.3978952727983707,1.791759469228055,1.3862943611198906,1.791759469228055,1.9459101490553132,2.0794415416798357,4121871.6429003235,0.11176616055989083,17987.93002878402,,,
1.3862943611198906,1.791759469228055,2.1972245773362196,1.9459101490553132,1.3862943611198906,2.3978952727983707,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.0986122886681096,4171132.2203110335,0.12746988993819985,7248.480994156127,,,
1.9459101490553132,1.9459101490553132,2.5649493574615367,1.9459101490553132,1.6094379124341003,1.6094379124341003,1.9459101490553132,1.9459101490553132,1.6094379124341003,1.9459101490553132,8175997.919411842,0.11608901625432784,57.021624153183,,,
1.791759469228055,1.791759469228055,1.791759469228055,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.3862943611198906,4860043.999443481,0.11207989646628795,15586.047326492957,,,
1.791759469228055,1.6094379124341003,1.9459101490553132,1.791759469228055,1.9459101490553132,1.9459101490553132,1.791759469228055,2.1972245773362196,1.791759469228055,1.9459101490553132,1956556.817528035,0.11938266463189555,21.87434826589687,,,
2.0794415416798357,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,1.6094379124341003,2.0794415416798357,2.302585092994046,1.791759469228055,1.791759469228055,2536310.688508789,0.14491495153573172,13958.85568183293,,,
1.0986122886681096,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,2.302585092994046,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.9459101490553132,5035886.024386324,0.12050750761870924,12996.031782660066,,,
1.0986122886681096,1.791759469228055,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.6094379124341003,2.1972245773362196,1.791759469228055,1.6094379124341003,1.3862943611198906,423233.10052922455,0.10722267028663998,3614.9137889848625,,,
2.302585092994046,1.791759469228055,1.3862943611198906,1.6094379124341003,1.9459101490553132,2.0794415416798357,1.9459101490553132,1.9459101490553132,1.791759469228055,1.9459101490553132,4695528.368777944,0.1368844417139748,791.580383026862,,,
1.0986122886681096,2.4849066497880004,1.3862943611198906,2.0794415416798357,1.791759469228055,1.791759469228055,1.791759469228055,1.6094379124341003,1.9459101490553132,1.791759469228055,4737564.375082794,0.12738260468194815,7105.267572896292,,,
2.0794415416798357,1.9459101490553132,1.0986122886681096,2.1972245773362196,1.6094379124341003,1.3862943611198906,1.791759469228055,0.6931471805599453,2.3978952727983707,1.3862943611198906,1052586.54020953,0.1321903896975442,37.98466634292773,,,
1.791759469228055,1.6094379124341003,1.3862943611198906,1.791759469228055,1.6094379124341003,1.3862943611198906,1.791759469228055,2.0794415416798357,0.6931471805599453,2.0794415416798357,676203.1830558073,0.10153043187466695,5656.111934704227,,,
1.9459101490553132,1.3862943611198906,2.302585092994046,1.0986122886681096,2.0794415416798357,2.0794415416798357,1.791759469228055,2.0794415416798357,1.6094379124341003,2.0794415416798357,1660414.905852648,0.11530973381542386,706.9007168540847,,,
2.0794415416798357,2.0794415416798357,2.0794415416798357,1.0986122886681096,1.6094379124341003,2.0794415416798357,1.791759469228055,1.9459101490553132,2.0794415416798357,1.9459101490553132,1986061.4579795366,0.1189419612574881,3.0621942061431393,,,
2.1972245773362196,1.6094379124341003,1.6094379124341003,1.0986122886681096,2.0794415416798357,1.791759469228055,2.0794415416798357,1.791759469228055,1.6094379124341003,1.3862943611198906,3707519.157263325,0.13831098093695796,61.874099137565,,,
1.0986122886681096,1.791759469228055,2.1972245773362196,1.9459101490553132,1.0986122886681096,2.0794415416798357,1.6094379124341003,1.9459101490553132,1.6094379124341003,1.9459101490553132,2548824.331227288,0.11710631433730537,10.311582196093887,,,
1.9459101490553132,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.6094379124341003,1.791759469228055,1.791759469228055,1.9459101490553132,1.9459101490553132,2.0794415416798357,8826452.368647598,0.1365063350105297,18703.47301572304,,,
1.6094379124341003,1.3862943611198906,1.6094379124341003,1.0986122886681096,1.3862943611198906,1.791759469228055,2.3978952727983707,1.3862943611198906,1.3862943611198906,1.3862943611198906,570194.1731238256,0.12450461856043578,201.40801247077104,,,
1.3862943611198906,1.0986122886681096,1.6094379124341003,1.791759469228055,2.0794415416798357,1.791759469228055,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.791759469228055,1044876.2604664685,0.13579292484150896,239.0140386882875,,,
1.0986122886681096,1.6094379124341003,1.791759469228055,1.9459101490553132,2.3978952727983707,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.6094379124341003,1.0986122886681096,815903.5482143026,0.11525473267712898,858.5566347529661,,,
1.0986122886681096,1.3862943611198906,1.0986122886681096,1.3862943611198906,2.302585092994046,2.3978952727983707,1.9459101490553132,1.791759469228055,1.791759469228055,1.9459101490553132,4548711.343614851,0.11659644506564974,74.98300254864857,,,
1.791759469228055,1.6094379124341003,1.0986122886681096,2.0794415416798357,1.3862943611198906,1.791759469228055,1.9459101490553132,1.9459101490553132,1.6094379124341003,1.6094379124341003,1284207.9808317735,0.12834167643630962,9.319439106405785,,,
1.6094379124341003,0.0,1.9459101490553132,1.9459101490553132,1.791759469228055,2.302585092994046,1.0986122886681096,1.791759469228055,1.6094379124341003,1.0986122886681096,2774812.787652301,0.11910424017312235,4442.886687457727,,,
1.791759469228055,1.791759469228055,1.791759469228055,1.0986122886681096,1.6094379124341003,1.9459101490553132,1.791759469228055,1.3862943611198906,0.6931471805599453,2.0794415416798357,1234463.1676623442,0.14478194662715174,15.008717622589556,,,
1.6094379124341003,1.6094379124341003,0.6931471805599453,1.791759469228055,1.791759469228055,1.3862943611198906,1.0986122886681096,1.3862943611198906,1.3862943611198906,1.9459101490553132,805369.7623914862,0.153639510895268,270.9328063040295,,,
1.3862943611198906,2.1972245773362196,2.1972245773362196,1.9459101490553132,1.0986122886681096,1.3862943611198906,1.0986122886681096,0.6931471805599453,1.6094379124341003,1.791759469228055,602079.5515797646,0.11849195242948168,20.467806984186595,,,
2.1972245773362196,2.0794415416798357,1.791759469228055,1.3862943611198906,1.0986122886681096,1.791759469228055,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.791759469228055,4583127.286211025,0.12244887720399607,6.557440508580084,,,
2.0794415416798357,1.791759469228055,1.6094379124341003,2.0794415416798357,1.791759469228055,2.302585092994046,1.791759469228055,1.791759469228055,1.791759469228055,1.9459101490553132,714798.1786428682,0.11580733750749574,6372.35038023414,,,
2.0794415416798357,1.9459101490553132,1.791759469228055,1.791759469228055,2.1972245773362196,1.791759469228055,2.302585092994046,1.791759469228055,1.9459101490553132,1.791759469228055,982984.8099733049,0.09630993515768481,17262.21695757738,,,
1.3862943611198906,2.639057329615259,1.6094379124341003,1.6094379124341003,1.791759469228055,1.3862943611198906,1.9459101490553132,2.0794415416798357,1.6094379124341003,1.3862943611198906,2021551.9983958919,0.111800804222815,15483.216704420425,,,
2.1972245773362196,1.3862943611198906,1.9459101490553132,1.6094379124341003,1.9459101490553132,2.0794415416798357,1.791759469228055,1.9459101490553132,1.791759469228055,1.0986122886681096,6515169.84622074,0.14109988937912182,9499.547957074046,,,
1.791759469228055,1.6094379124341003,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.3862943611198906,1.3862943611198906,551682.300486654,0.10968500750686455,2882.5367286361798,,,
1.0986122886681096,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.9459101490553132,2.0794415416798357,2.1972245773362196,1.0986122886681096,2.0794415416798357,6733310.193766878,0.14960893892652197,54.50575913334617,,,
2.302585092994046,2.1972245773362196,2.0794415416798357,2.0794415416798357,0.6931471805599453,1.6094379124341003,1.0986122886681096,1.9459101490553132,1.9459101490553132,1.3862943611198906,547964.1697333733,0.1326538732050624,5.640160428596134,,,
1.3862943611198906,2.302585092994046,1.6094379124341003,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.6094379124341003,1.9459101490553132,2.302585092994046,0.6931471805599453,8650355.455122532,0.12607544887793168,106.18369253409351,,,
1.9459101490553132,1.791759469228055,1.3862943611198906,1.3862943611198906,2.302585092994046,1.9459101490553132,1.791759469228055,1.791759469228055,1.6094379124341003,1.0986122886681096,2794340.1841557208,0.10295117022599978,21.97943579301641,,,
1.6094379124341003,1.9459101490553132,1.791759469228055,1.3862943611198906,1.9459101490553132,1.0986122886681096,1.6094379124341003,1.6094379124341003,1.6094379124341003,1.791759469228055,8654791.616743164,0.13783131726992343,8.95658228507645,,,
1.9459101490553132,1.3862943611198906,2.1972245773362196,1.0986122886681096,2.1972245773362196,1.0986122886681096,1.0986122886681096,2.0794415416798357,1.791759469228055,1.3862943611198906,4048601.941585457,0.13940077120536243,4.396657688771813,,,
1.3862943611198906,1.0986122886681096,1.791759469228055,0.6931471805599453,0.6931471805599453,1.0986122886681096,1.791759469228055,2.0794415416798357,2.0794415416798357,1.9459101490553132,5513850.447400685,0.12655748802259573,1863.756358783404,,,
1.6094379124341003,1.3862943611198906,1.0986122886681096,1.9459101490553132,1.6094379124341003,1.791759469228055,2.0794415416798357,1.6094379124341003,2.0794415416798357,1.9459101490553132,357567.4997718504,0.1363043740661321,3.012731455676742,,,
2.1972245773362196,2.302585092994046,1.791759469228055,1.9459101490553132,1.6094379124341003,2.0794415416798357,1.3862943611198906,1.6094379124341003,2.0794415416798357,1.6094379124341003,1456891.0194516159,0.1095693975890726,2793.992167613351,,,
1.3862943611198906,1.6094379124341003,1.791759469228055,1.6094379124341003,1.9459101490553132,0.6931471805599453,0.6931471805599453,1.9459101490553132,2.302585092994046,1.3862943611198906,640786.4863296165,0.14450724024026285,10.201347389779398,,,
1.3862943611198906,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.9459101490553132,2.0794415416798357,1.3862943611198906,1.3862943611198906,2.0794415416798357,1.3862943611198906,1538469.3474832065,0.14593147397302397,5.5605595588569425,,,
1.6094379124341003,1.0986122886681096,2.3978952727983707,1.791759469228055,1.6094379124341003,1.9459101490553132,2.1972245773362196,1.6094379124341003,2.302585092994046,0.6931471805599453,634920.9926860973,0.1322370012241007,6.088655637337496,,,
2.1972245773362196,1.3862943611198906,1.0986122886681096,1.3862943611198906,1.6094379124341003,1.791759469228055,1.791759469228055,1.3862943611198906,1.0986122886681096,1.6094379124341003,1676916.0870883707,0.1332983638528646,1151.0504808340804,,,
1.3862943611198906,1.6094379124341003,1.3862943611198906,1.791759469228055,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.791759469228055,1.3862943611198906,1.6094379124341003,2358243.915188309,0.10070968043409383,24.737118494956256,,,
1.791759469228055,1.9459101490553132,1.791759469228055,2.302585092994046,2.0794415416798357,1.9459101490553132,1.0986122886681096,1.791759469228055,2.302585092994046,2.1972245773362196,436086.873920819,0.1117390746925345,119.68403159578347,,,
2.302585092994046,1.6094379124341003,2.302585092994046,1.9459101490553132,1.6094379124341003,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.3862943611198906,1.9459101490553132,4978165.52218337,0.12364682091692385,410.06640988672956,,,
1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,2.302585092994046,1.6094379124341003,0.0,1.3862943611198906,1.791759469228055,1.6094379124341003,3672986.1849477235,0.1476109649232123,6278.965800546615,,,
1.9459101490553132,1.3862943611198906,2.0794415416798357,1.791759469228055,1.9459101490553132,1.6094379124341003,1.3862943611198906,2.1972245773362196,1.9459101490553132,1.6094379124341003,1353671.1142304763,0.11306636811132596,1888.2360481658,,,
1.9459101490553132,1.3862943611198906,1.791759469228055,2.0794415416798357,1.6094379124341003,2.1972245773362196,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.9459101490553132,3269298.417771063,0.14286153783703465,30.967898854746867,,,
2.1972245773362196,2.3978952727983707,1.791759469228055,2.3978952727983707,1.3862943611198906,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.0986122886681096,1.791759469228055,540006.3991558348,0.15491317426417048,8.875948417717918,,,
1.9459101490553132,1.9459101490553132,2.302585092994046,1.791759469228055,1.6094379124341003,2.0794415416798357,1.3862943611198906,1.0986122886681096,2.1972245773362196,1.3862943611198906,3763081.0247869724,0.10883726137156788,4.4743848732673035,,,
2.3978952727983707,1.791759469228055,1.791759469228055,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.791759469228055,1.6094379124341003,1.0986122886681096,1.791759469228055,7970686.886625596,0.1202364915403165,41.03345503042755,,,
0.0,1.0986122886681096,2.0794415416798357,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.791759469228055,1.6094379124341003,2.1972245773362196,2.0794415416798357,1680710.9902903948,0.11209683055786575,28.762237911415628,,,
1.9459101490553132,0.6931471805599453,1.0986122886681096,2.1972245773362196,1.3862943611198906,1.9459101490553132,2.0794415416798357,1.9459101490553132,1.9459101490553132,1.0986122886681096,4702504.795429617,0.12021069107199553,164.88777668628487,,,
1.9459101490553132,1.6094379124341003,1.3862943611198906,1.0986122886681096,1.791759469228055,0.0,1.6094379124341003,1.791759469228055,1.6094379124341003,2.1972245773362196,688061.3843507747,0.11290720618006406,1273.5098384744947,,,
1.9459101490553132,1.3862943611198906,1.6094379124341003,1.6094379124341003,1.0986122886681096,1.0986122886681096,2.0794415416798357,1.791759469228055,1.3862943611198906,2.0794415416798357,5247847.15629842,0.13607340897640466,1423.1514332720499,,,
2.0794415416798357,2.0794415416798357,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.6094379124341003,1.3862943611198906,2.3978952727983707,1496989.5238365282,0.14355941174615636,34.871491014231175,,,
1.3862943611198906,1.6094379124341003,1.6094379124341003,1.6094379124341003,0.6931471805599453,2.4849066497880004,1.6094379124341003,1.9459101490553132,2.0794415416798357,1.791759469228055,917722.624446344,0.11518621353418529,83.04167606999295,,,
1.3862943611198906,2.0794415416798357,0.6931471805599453,1.6094379124341003,2.1972245773362196,1.9459101490553132,1.0986122886681096,1.9459101490553132,1.6094379124341003,1.791759469228055,3866266.228897314,0.13895469289418727,13.878746700269138,,,
1.791759469228055,1.6094379124341003,1.791759469228055,1.0986122886681096,2.1972245773362196,1.0986122886681096,2.0794415416798357,2.1972245773362196,1.6094379124341003,1.0986122886681096,302795.82430424757,0.13679048069521618,3284.3026023126754,,,
1.3862943611198906,1.9459101490553132,1.6094379124341003,1.6094379124341003,1.9459101490553132,1.6094379124341003,1.9459101490553132,1.3862943611198906,1.791759469228055,1.3862943611198906,6616984.898286424,0.13254745950807195,4.534127569574514,,,
1.6094379124341003,1.791759469228055,1.0986122886681096,1.6094379124341003,2.0794415416798357,2.1972245773362196,2.0794415416798357,1.9459101490553132,2.0794415416798357,1.3862943611198906,261876.487335585,0.12472748356000742,1440.8308070296032,,,
